Model_ID,loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
Llama3.2_3Bparam_lr0.1_wd0.0005,N/A,N/A,N/A,4.888888888888889,220,5.701326847076416,7.0809,12.287,0.847
Llama3.2_3Bparam_lr0.1_wd0.0005,N/A,N/A,N/A,5.0,225,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,5.5633,183330.625,0.09555555555555556,0.2222222222222222,10,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,0.2222222222222222,10,5.354135036468506,7.0253,12.384,0.854
Llama3.2_3Bparam_lr0.1_wd0.001,5.3383,6070849.0,0.09111111111111111,0.4444444444444444,20,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,0.4444444444444444,20,5.563756942749023,7.0684,12.308,0.849
Llama3.2_3Bparam_lr0.1_wd0.001,5.7854,1096266.75,0.08666666666666667,0.6666666666666666,30,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,0.6666666666666666,30,5.375393390655518,7.0598,12.323,0.85
Llama3.2_3Bparam_lr0.1_wd0.001,5.3673,5738620.5,0.08222222222222222,0.8888888888888888,40,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,0.8888888888888888,40,5.305229663848877,7.0693,12.307,0.849
Llama3.2_3Bparam_lr0.1_wd0.001,5.1739,220406.015625,0.07777777777777778,1.1111111111111112,50,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,1.1111111111111112,50,5.093649387359619,7.0507,12.339,0.851
Llama3.2_3Bparam_lr0.1_wd0.001,5.2405,783995.125,0.07333333333333333,1.3333333333333333,60,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,1.3333333333333333,60,5.27772331237793,7.0556,12.331,0.85
Llama3.2_3Bparam_lr0.1_wd0.001,5.148,1057635.5,0.06888888888888889,1.5555555555555556,70,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,1.5555555555555556,70,4.986313819885254,7.0506,12.339,0.851
Llama3.2_3Bparam_lr0.1_wd0.001,5.099,42206.94921875,0.06444444444444446,1.7777777777777777,80,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,1.7777777777777777,80,5.126875400543213,7.0267,12.381,0.854
Llama3.2_3Bparam_lr0.1_wd0.001,5.0077,747252.1875,0.06,2.0,90,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,2.0,90,5.023374080657959,7.0356,12.366,0.853
Llama3.2_3Bparam_lr0.1_wd0.001,4.9974,63810.5859375,0.05555555555555556,2.2222222222222223,100,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,2.2222222222222223,100,5.10481071472168,7.0852,12.279,0.847
Llama3.2_3Bparam_lr0.1_wd0.001,5.0254,130251.703125,0.05111111111111111,2.4444444444444446,110,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,2.4444444444444446,110,5.157723903656006,7.0956,12.261,0.846
Llama3.2_3Bparam_lr0.1_wd0.001,5.0151,99072.4140625,0.04666666666666667,2.6666666666666665,120,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,2.6666666666666665,120,5.002079963684082,7.0637,12.317,0.849
Llama3.2_3Bparam_lr0.1_wd0.001,5.1246,1667052.375,0.042222222222222223,2.888888888888889,130,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,2.888888888888889,130,5.177950859069824,7.0783,12.291,0.848
Llama3.2_3Bparam_lr0.1_wd0.001,5.79,14293066.0,0.03777777777777778,3.111111111111111,140,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,3.111111111111111,140,6.27415657043457,7.067,12.311,0.849
Llama3.2_3Bparam_lr0.1_wd0.001,7.1299,629629.125,0.03333333333333333,3.3333333333333335,150,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,3.3333333333333335,150,8.254186630249023,7.0721,12.302,0.848
Llama3.2_3Bparam_lr0.1_wd0.001,6.2799,48662.6875,0.028888888888888888,3.5555555555555554,160,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,3.5555555555555554,160,5.199047565460205,7.0417,12.355,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,5.1558,33056.875,0.024444444444444446,3.7777777777777777,170,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,3.7777777777777777,170,5.0459489822387695,7.0522,12.336,0.851
Llama3.2_3Bparam_lr0.1_wd0.001,5.0722,132233.75,0.020000000000000004,4.0,180,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,4.0,180,5.006097316741943,7.0442,12.351,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,5.0052,170371.71875,0.015555555555555557,4.222222222222222,190,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,4.222222222222222,190,4.9995927810668945,7.0427,12.353,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,4.9665,293229.40625,0.011111111111111112,4.444444444444445,200,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,4.444444444444445,200,4.9266133308410645,7.0451,12.349,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,4.937,312738.75,0.006666666666666667,4.666666666666667,210,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,4.666666666666667,210,4.914371967315674,7.043,12.353,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,4.9263,1326988.875,0.0022222222222222222,4.888888888888889,220,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,4.888888888888889,220,4.894321918487549,7.0384,12.361,0.852
Llama3.2_3Bparam_lr0.1_wd0.001,N/A,N/A,N/A,5.0,225,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,4.9497,85322.5703125,0.09555555555555556,0.2222222222222222,10,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,0.2222222222222222,10,4.878587245941162,7.0401,12.358,0.852
Llama3.2_3Bparam_lr0.1_wd0.005,4.9194,2630757.5,0.09111111111111111,0.4444444444444444,20,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,0.4444444444444444,20,4.89947509765625,7.0677,12.309,0.849
Llama3.2_3Bparam_lr0.1_wd0.005,4.8844,107755.4453125,0.08666666666666667,0.6666666666666666,30,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,0.6666666666666666,30,4.8389434814453125,7.0986,12.256,0.845
Llama3.2_3Bparam_lr0.1_wd0.005,4.8712,90896.3828125,0.08222222222222222,0.8888888888888888,40,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,0.8888888888888888,40,4.864628791809082,7.0737,12.299,0.848
Llama3.2_3Bparam_lr0.1_wd0.005,4.8416,303848.03125,0.07777777777777778,1.1111111111111112,50,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,1.1111111111111112,50,4.8492326736450195,7.067,12.311,0.849
Llama3.2_3Bparam_lr0.1_wd0.005,5.3004,1071410.5,0.07333333333333333,1.3333333333333333,60,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,1.3333333333333333,60,5.08143424987793,7.0668,12.311,0.849
Llama3.2_3Bparam_lr0.1_wd0.005,5.1355,735090.9375,0.06888888888888889,1.5555555555555556,70,N/A,N/A,N/A,N/A
Llama3.2_3Bparam_lr0.1_wd0.005,N/A,N/A,N/A,1.5555555555555556,70,5.011694431304932,7.0721,12.302,0.848
Llama3.2_3Bparam_lr0.1_wd0.005,5.1044,293323.75,0.06444444444444446,1.7777777777777777,80,N/A,N/A,N/A,N/A
