Model_ID,Step,Train Loss,Eval Loss
llama_lora_finetuned_lr0.1_wd0.005,90,5.031700134277344,4.958649635314941
llama_lora_finetuned_lr0.1_wd0.005,100,4.9293999671936035,4.890823841094971
llama_lora_finetuned_lr0.1_wd0.005,110,4.849899768829346,4.818662643432617
llama_lora_finetuned_lr0.1_wd0.005,120,4.836699962615967,4.886669158935547
llama_lora_finetuned_lr0.1_wd0.005,130,4.869100093841553,4.881502151489258
llama_lora_finetuned_lr0.1_wd0.005,140,4.805600166320801,4.7645769119262695
llama_lora_finetuned_lr0.1_wd0.005,150,4.757299900054932,4.750014305114746
llama_lora_finetuned_lr0.1_wd0.005,160,4.712299823760986,4.682812690734863
llama_lora_finetuned_lr0.1_wd0.005,170,4.667799949645996,4.641654968261719
llama_lora_finetuned_lr0.1_wd0.005,180,4.611199855804443,4.6053571701049805
llama_lora_finetuned_lr0.1_wd0.005,190,4.589300155639648,4.564135551452637
llama_lora_finetuned_lr0.1_wd0.005,200,4.5671000480651855,4.562783718109131
llama_lora_finetuned_lr0.1_wd0.005,210,4.556399822235107,4.543274402618408
llama_lora_finetuned_lr0.1_wd0.005,220,4.539999961853027,4.526587009429932
llama_lora_finetuned_lr0.1_wd0.001,10,5.563300132751465,5.354135036468506
llama_lora_finetuned_lr0.1_wd0.001,20,5.3383002281188965,5.563756942749023
llama_lora_finetuned_lr0.1_wd0.001,30,5.785399913787842,5.375393390655518
llama_lora_finetuned_lr0.1_wd0.001,40,5.367300033569336,5.305229663848877
llama_lora_finetuned_lr0.1_wd0.001,50,5.173900127410889,5.093649387359619
llama_lora_finetuned_lr0.1_wd0.001,60,5.240499973297119,5.27772331237793
llama_lora_finetuned_lr0.1_wd0.001,70,5.1479997634887695,4.986313819885254
llama_lora_finetuned_lr0.1_wd0.001,80,5.098999977111816,5.126875400543213
llama_lora_finetuned_lr0.1_wd0.001,90,5.007699966430664,5.023374080657959
llama_lora_finetuned_lr0.1_wd0.001,100,4.997399806976318,5.10481071472168
llama_lora_finetuned_lr0.1_wd0.001,110,5.025400161743164,5.157723903656006
llama_lora_finetuned_lr0.1_wd0.001,120,5.015100002288818,5.002079963684082
llama_lora_finetuned_lr0.1_wd0.001,130,5.124599933624268,5.177950859069824
llama_lora_finetuned_lr0.1_wd0.001,140,5.789999961853027,6.27415657043457
llama_lora_finetuned_lr0.1_wd0.001,150,7.129899978637695,8.254186630249023
llama_lora_finetuned_lr0.1_wd0.001,160,6.279900074005127,5.199047565460205
llama_lora_finetuned_lr0.1_wd0.001,170,5.155799865722656,5.0459489822387695
llama_lora_finetuned_lr0.1_wd0.001,180,5.072199821472168,5.006097316741943
llama_lora_finetuned_lr0.1_wd0.001,190,5.005199909210205,4.9995927810668945
llama_lora_finetuned_lr0.1_wd0.001,200,4.9664998054504395,4.9266133308410645
llama_lora_finetuned_lr0.1_wd0.001,210,4.936999797821045,4.914371967315674
llama_lora_finetuned_lr0.1_wd0.001,220,4.926300048828125,4.894321918487549
llama_lora_finetuned_lr0.1_wd0.0005,10,5.552999973297119,5.650404930114746
llama_lora_finetuned_lr0.1_wd0.0005,20,5.951000213623047,5.506023406982422
llama_lora_finetuned_lr0.1_wd0.0005,30,5.355599880218506,5.420655250549316
llama_lora_finetuned_lr0.1_wd0.0005,40,5.602799892425537,5.624899387359619
llama_lora_finetuned_lr0.1_wd0.0005,50,5.572199821472168,5.544097423553467
llama_lora_finetuned_lr0.1_wd0.0005,60,15.763799667358398,17.468769073486328
llama_lora_finetuned_lr0.1_wd0.0005,70,12.529000282287598,8.85267162322998
llama_lora_finetuned_lr0.1_wd0.0005,80,7.783599853515625,6.514402389526367
llama_lora_finetuned_lr0.1_wd0.0005,90,6.364699840545654,5.936745643615723
llama_lora_finetuned_lr0.1_wd0.0005,100,5.517300128936768,5.161972999572754
llama_lora_finetuned_lr0.1_wd0.0005,110,5.287600040435791,5.421837329864502
llama_lora_finetuned_lr0.1_wd0.0005,120,6.411600112915039,17.122173309326172
llama_lora_finetuned_lr0.1_wd0.0005,130,19.940500259399414,6.711539268493652
llama_lora_finetuned_lr0.1_wd0.0005,140,6.646100044250488,5.739457607269287
llama_lora_finetuned_lr0.1_wd0.0005,150,5.672800064086914,5.53169584274292
llama_lora_finetuned_lr0.1_wd0.0005,160,5.618800163269043,5.533557415008545
llama_lora_finetuned_lr0.1_wd0.0005,170,5.666800022125244,5.538433074951172
llama_lora_finetuned_lr0.1_wd0.0005,180,5.6981000900268555,5.991093635559082
llama_lora_finetuned_lr0.1_wd0.0005,190,5.73330020904541,5.6402363777160645
llama_lora_finetuned_lr0.1_wd0.0005,200,5.788899898529053,5.640026569366455
llama_lora_finetuned_lr0.1_wd0.0005,210,5.768499851226807,5.58160400390625
llama_lora_finetuned_lr0.1_wd0.0005,220,5.6940999031066895,5.701326847076416
llama_lora_finetuned_lr0.1_wd0.0001,10,9.67650032043457,16.853824615478516
llama_lora_finetuned_lr0.1_wd0.0001,20,17.882200241088867,17.460391998291016
llama_lora_finetuned_lr0.1_wd0.0001,30,13.032299995422363,9.830476760864258
llama_lora_finetuned_lr0.1_wd0.0001,40,8.700300216674805,7.196511268615723
llama_lora_finetuned_lr0.1_wd0.0001,50,6.654300212860107,5.899092197418213
llama_lora_finetuned_lr0.1_wd0.0001,60,5.440499782562256,5.397059917449951
llama_lora_finetuned_lr0.1_wd0.0001,70,5.242300033569336,5.238958835601807
llama_lora_finetuned_lr0.1_wd0.0001,80,5.308300018310547,5.457162380218506
llama_lora_finetuned_lr0.1_wd0.0001,90,5.377200126647949,5.228618621826172
llama_lora_finetuned_lr0.1_wd0.0001,100,5.1605000495910645,5.056912422180176
llama_lora_finetuned_lr0.1_wd0.0001,110,5.031700134277344,5.017453670501709
llama_lora_finetuned_lr0.1_wd0.0001,120,5.006999969482422,5.036447525024414
llama_lora_finetuned_lr0.1_wd0.0001,130,5.0304999351501465,4.985658645629883
llama_lora_finetuned_lr0.1_wd0.0001,140,5.029699802398682,5.016712188720703
llama_lora_finetuned_lr0.1_wd0.0001,150,5.030200004577637,4.971391201019287
llama_lora_finetuned_lr0.1_wd0.0001,160,5.037600040435791,5.0055365562438965
llama_lora_finetuned_lr0.1_wd0.0001,170,4.999899864196777,4.95918083190918
llama_lora_finetuned_lr0.1_wd0.0001,180,4.9928998947143555,5.01766300201416
llama_lora_finetuned_lr0.1_wd0.0001,190,5.033599853515625,5.01317024230957
llama_lora_finetuned_lr0.1_wd0.0001,200,5.046800136566162,5.119879245758057
llama_lora_finetuned_lr0.1_wd0.0001,210,5.059000015258789,5.0323333740234375
llama_lora_finetuned_lr0.1_wd0.0001,220,5.077000141143799,5.110008239746094
llama_lora_finetuned_lr0.1_wd1e-05,10,13.236499786376953,8.023232460021973
llama_lora_finetuned_lr0.1_wd1e-05,20,7.258999824523926,6.463968753814697
llama_lora_finetuned_lr0.1_wd1e-05,30,6.113699913024902,5.807835102081299
llama_lora_finetuned_lr0.1_wd1e-05,40,5.619800090789795,5.412623882293701
llama_lora_finetuned_lr0.1_wd1e-05,50,5.245200157165527,5.041295051574707
llama_lora_finetuned_lr0.1_wd1e-05,60,4.958700180053711,4.869015216827393
llama_lora_finetuned_lr0.1_wd1e-05,70,4.734300136566162,4.5299577713012695
llama_lora_finetuned_lr0.1_wd1e-05,80,4.454100131988525,4.499044418334961
llama_lora_finetuned_lr0.1_wd1e-05,90,4.5192999839782715,4.483096599578857
llama_lora_finetuned_lr0.1_wd1e-05,100,4.406199932098389,4.322745323181152
llama_lora_finetuned_lr0.1_wd1e-05,110,4.288099765777588,4.204376697540283
llama_lora_finetuned_lr0.1_wd1e-05,120,4.195000171661377,4.206480026245117
llama_lora_finetuned_lr0.1_wd1e-05,130,4.16949987411499,4.184103488922119
llama_lora_finetuned_lr0.1_wd1e-05,140,4.245100021362305,4.312024116516113
llama_lora_finetuned_lr0.1_wd1e-05,150,4.315700054168701,4.2438578605651855
llama_lora_finetuned_lr0.1_wd1e-05,160,4.214799880981445,4.1793060302734375
llama_lora_finetuned_lr0.1_wd1e-05,170,4.181700229644775,4.183241844177246
llama_lora_finetuned_lr0.1_wd1e-05,180,4.234399795532227,4.245114803314209
llama_lora_finetuned_lr0.1_wd1e-05,190,4.217400074005127,4.215998649597168
llama_lora_finetuned_lr0.1_wd1e-05,200,4.2042999267578125,4.177059650421143
llama_lora_finetuned_lr0.1_wd1e-05,210,4.161399841308594,4.1219635009765625
llama_lora_finetuned_lr0.1_wd1e-05,220,4.131400108337402,4.093034267425537
llama_lora_finetuned_lr0.05_wd0.1,10,5.118100166320801,3.8432834148406982
llama_lora_finetuned_lr0.05_wd0.1,20,5.2480998039245605,3.8169400691986084
llama_lora_finetuned_lr0.05_wd0.1,30,4.2006001472473145,3.922631025314331
llama_lora_finetuned_lr0.05_wd0.1,40,3.8743999004364014,3.770632743835449
llama_lora_finetuned_lr0.05_wd0.1,50,3.6733999252319336,3.5786640644073486
llama_lora_finetuned_lr0.05_wd0.1,60,3.577399969100952,3.780468702316284
llama_lora_finetuned_lr0.05_wd0.1,70,3.543100118637085,3.4180023670196533
llama_lora_finetuned_lr0.05_wd0.1,80,3.401700019836426,3.2874324321746826
llama_lora_finetuned_lr0.05_wd0.1,90,3.3571999073028564,3.2762534618377686
llama_lora_finetuned_lr0.05_wd0.1,100,3.342600107192993,3.3093364238739014
llama_lora_finetuned_lr0.05_wd0.1,110,3.404099941253662,3.4774417877197266
llama_lora_finetuned_lr0.05_wd0.1,120,3.622499942779541,3.7035744190216064
llama_lora_finetuned_lr0.05_wd0.1,130,3.7822999954223633,3.624159812927246
llama_lora_finetuned_lr0.05_wd0.1,140,3.530100107192993,3.637190103530884
llama_lora_finetuned_lr0.05_wd0.1,150,3.539599895477295,3.4320878982543945
llama_lora_finetuned_lr0.05_wd0.1,160,3.3987998962402344,3.366407632827759
llama_lora_finetuned_lr0.05_wd0.1,170,3.3208999633789062,3.3382515907287598
llama_lora_finetuned_lr0.05_wd0.1,180,3.2390999794006348,3.1283822059631348
llama_lora_finetuned_lr0.05_wd0.1,190,3.1166999340057373,3.0790209770202637
llama_lora_finetuned_lr0.05_wd0.1,200,3.0434999465942383,3.0143625736236572
llama_lora_finetuned_lr0.05_wd0.1,210,2.9716999530792236,2.936663866043091
llama_lora_finetuned_lr0.05_wd0.1,220,2.9274001121520996,2.9004485607147217
llama_lora_finetuned_lr0.05_wd0.05,10,4.646699905395508,4.481683731079102
llama_lora_finetuned_lr0.05_wd0.05,20,5.159900188446045,4.567552089691162
llama_lora_finetuned_lr0.05_wd0.05,30,5.656499862670898,4.434237957000732
llama_lora_finetuned_lr0.05_wd0.05,40,5.536900043487549,4.221376419067383
llama_lora_finetuned_lr0.05_wd0.05,50,4.972599983215332,4.181477069854736
llama_lora_finetuned_lr0.05_wd0.05,60,4.439700126647949,4.0283026695251465
llama_lora_finetuned_lr0.05_wd0.05,70,4.38670015335083,4.189009666442871
llama_lora_finetuned_lr0.05_wd0.05,80,4.588600158691406,4.021064281463623
llama_lora_finetuned_lr0.05_wd0.05,90,4.603600025177002,4.057400226593018
llama_lora_finetuned_lr0.05_wd0.05,100,4.337100028991699,3.8776581287384033
llama_lora_finetuned_lr0.05_wd0.05,110,4.18720006942749,3.8347554206848145
llama_lora_finetuned_lr0.05_wd0.05,120,4.047699928283691,3.7712128162384033
llama_lora_finetuned_lr0.05_wd0.05,130,3.8980000019073486,3.730844020843506
llama_lora_finetuned_lr0.05_wd0.05,140,3.8912999629974365,3.742021322250366
llama_lora_finetuned_lr0.05_wd0.05,150,3.9326999187469482,3.7003657817840576
llama_lora_finetuned_lr0.05_wd0.05,160,3.920599937438965,3.759641408920288
llama_lora_finetuned_lr0.05_wd0.05,170,3.9179000854492188,3.705322504043579
llama_lora_finetuned_lr0.05_wd0.05,180,3.9130001068115234,3.7000679969787598
llama_lora_finetuned_lr0.05_wd0.05,190,3.8406999111175537,3.6749534606933594
llama_lora_finetuned_lr0.05_wd0.05,200,3.879499912261963,3.626725912094116
llama_lora_finetuned_lr0.05_wd0.05,210,3.7953999042510986,3.5812182426452637
llama_lora_finetuned_lr0.05_wd0.05,220,3.7639999389648438,3.544368267059326
llama_lora_finetuned_lr0.05_wd0.01,10,4.1427998542785645,4.0865888595581055
llama_lora_finetuned_lr0.05_wd0.01,20,4.145299911499023,4.201686859130859
llama_lora_finetuned_lr0.05_wd0.01,30,5.404699802398682,4.207315921783447
llama_lora_finetuned_lr0.05_wd0.01,40,14.649800300598145,13.631434440612793
llama_lora_finetuned_lr0.05_wd0.01,50,9.586999893188477,6.71530818939209
llama_lora_finetuned_lr0.05_wd0.01,60,6.002500057220459,5.651499271392822
llama_lora_finetuned_lr0.05_wd0.01,70,5.4653000831604,5.18276834487915
llama_lora_finetuned_lr0.05_wd0.01,80,5.095300197601318,4.800991535186768
llama_lora_finetuned_lr0.05_wd0.01,90,4.800600051879883,4.660417079925537
llama_lora_finetuned_lr0.05_wd0.01,100,4.706600189208984,4.616943836212158
llama_lora_finetuned_lr0.05_wd0.01,110,4.693699836730957,4.622649669647217
llama_lora_finetuned_lr0.05_wd0.01,120,4.66949987411499,4.587406158447266
llama_lora_finetuned_lr0.05_wd0.01,130,4.6620001792907715,4.538774013519287
llama_lora_finetuned_lr0.05_wd0.01,140,4.603499889373779,4.487576007843018
llama_lora_finetuned_lr0.05_wd0.01,150,4.559100151062012,4.457884311676025
llama_lora_finetuned_lr0.05_wd0.01,160,4.556600093841553,4.499085903167725
llama_lora_finetuned_lr0.05_wd0.01,170,4.5395002365112305,4.481767177581787
llama_lora_finetuned_lr0.05_wd0.01,180,4.553199768066406,4.471051216125488
llama_lora_finetuned_lr0.05_wd0.01,190,4.50570011138916,4.482700347900391
llama_lora_finetuned_lr0.05_wd0.01,200,4.561100006103516,4.503755569458008
llama_lora_finetuned_lr0.05_wd0.01,210,4.561999797821045,4.48586368560791
llama_lora_finetuned_lr0.05_wd0.01,220,4.5690999031066895,4.492749214172363
llama_lora_finetuned_lr0.05_wd0.005,10,3.8231000900268555,4.023379802703857
llama_lora_finetuned_lr0.05_wd0.005,20,4.041800022125244,4.010386943817139
llama_lora_finetuned_lr0.05_wd0.005,30,4.054500102996826,4.062479496002197
llama_lora_finetuned_lr0.05_wd0.005,40,4.003200054168701,3.932464838027954
llama_lora_finetuned_lr0.05_wd0.005,50,4.164599895477295,4.369978427886963
llama_lora_finetuned_lr0.05_wd0.005,60,4.310100078582764,4.496465682983398
llama_lora_finetuned_lr0.05_wd0.005,70,4.705599784851074,4.886128902435303
llama_lora_finetuned_lr0.05_wd0.005,80,4.8850998878479,4.738505840301514
llama_lora_finetuned_lr0.05_wd0.005,90,4.512700080871582,4.353623867034912
llama_lora_finetuned_lr0.05_wd0.005,100,4.3069000244140625,4.216561317443848
llama_lora_finetuned_lr0.05_wd0.005,110,4.148499965667725,4.0286712646484375
llama_lora_finetuned_lr0.05_wd0.005,120,3.9707999229431152,3.9354443550109863
llama_lora_finetuned_lr0.05_wd0.005,130,3.8928000926971436,3.9062085151672363
llama_lora_finetuned_lr0.05_wd0.005,140,3.7964000701904297,3.697540044784546
llama_lora_finetuned_lr0.05_wd0.005,150,3.7365000247955322,3.676133871078491
llama_lora_finetuned_lr0.05_wd0.005,160,3.6770999431610107,3.6831374168395996
llama_lora_finetuned_lr0.05_wd0.005,170,3.6619999408721924,3.6158084869384766
llama_lora_finetuned_lr0.05_wd0.005,180,3.607100009918213,3.6267170906066895
llama_lora_finetuned_lr0.05_wd0.005,190,3.6403000354766846,3.6344892978668213
llama_lora_finetuned_lr0.05_wd0.005,200,3.6189000606536865,3.5883588790893555
llama_lora_finetuned_lr0.05_wd0.005,210,3.552299976348877,3.5034992694854736
llama_lora_finetuned_lr0.05_wd0.005,220,3.499500036239624,3.4853157997131348
llama_lora_finetuned_lr0.05_wd0.001,10,4.0157999992370605,3.924363851547241
llama_lora_finetuned_lr0.05_wd0.001,20,4.0157999992370605,3.699256181716919
llama_lora_finetuned_lr0.05_wd0.001,30,4.388000011444092,5.188412189483643
llama_lora_finetuned_lr0.05_wd0.001,40,5.100900173187256,4.975152015686035
llama_lora_finetuned_lr0.05_wd0.001,50,5.831099987030029,4.8644280433654785
llama_lora_finetuned_lr0.05_wd0.001,60,7.029099941253662,5.014918327331543
llama_lora_finetuned_lr0.05_wd0.001,70,4.897600173950195,4.722401142120361
llama_lora_finetuned_lr0.05_wd0.001,80,4.689300060272217,4.572731018066406
llama_lora_finetuned_lr0.05_wd0.001,90,4.473199844360352,4.380655288696289
llama_lora_finetuned_lr0.05_wd0.001,100,4.381400108337402,4.346989631652832
llama_lora_finetuned_lr0.05_wd0.001,110,4.317399978637695,4.47122859954834
llama_lora_finetuned_lr0.05_wd0.001,120,4.359799861907959,4.169126987457275
llama_lora_finetuned_lr0.05_wd0.001,130,4.1427998542785645,4.236616611480713
llama_lora_finetuned_lr0.05_wd0.001,140,4.190400123596191,4.116833686828613
llama_lora_finetuned_lr0.05_wd0.001,150,4.077899932861328,3.987231969833374
llama_lora_finetuned_lr0.05_wd0.001,160,3.905100107192993,3.8576393127441406
llama_lora_finetuned_lr0.05_wd0.001,170,3.8336000442504883,3.7844574451446533
llama_lora_finetuned_lr0.05_wd0.001,180,3.7683000564575195,3.7395427227020264
llama_lora_finetuned_lr0.05_wd0.001,190,3.7256999015808105,3.6702866554260254
llama_lora_finetuned_lr0.05_wd0.001,200,3.666100025177002,3.6585566997528076
llama_lora_finetuned_lr0.05_wd0.001,210,3.6661999225616455,3.6357362270355225
llama_lora_finetuned_lr0.05_wd0.001,220,3.6245999336242676,3.59885311126709
llama_lora_finetuned_lr0.05_wd0.0005,10,5.033599853515625,4.786411285400391
llama_lora_finetuned_lr0.05_wd0.0005,20,5.153900146484375,4.838858604431152
llama_lora_finetuned_lr0.05_wd0.0005,30,5.846399784088135,4.826775550842285
llama_lora_finetuned_lr0.05_wd0.0005,40,5.76200008392334,4.987523078918457
llama_lora_finetuned_lr0.05_wd0.0005,50,5.241399765014648,4.680850505828857
llama_lora_finetuned_lr0.05_wd0.0005,60,4.874899864196777,4.641377925872803
llama_lora_finetuned_lr0.05_wd0.0005,70,4.685999870300293,4.584567546844482
llama_lora_finetuned_lr0.05_wd0.0005,80,4.613399982452393,4.4579973220825195
llama_lora_finetuned_lr0.05_wd0.0005,90,4.272600173950195,3.8922202587127686
llama_lora_finetuned_lr0.05_wd0.0005,100,4.052000045776367,4.016479969024658
llama_lora_finetuned_lr0.05_wd0.0005,110,4.148099899291992,3.900749921798706
llama_lora_finetuned_lr0.05_wd0.0005,120,4.089600086212158,3.943439245223999
llama_lora_finetuned_lr0.05_wd0.0005,130,4.01800012588501,3.8760836124420166
llama_lora_finetuned_lr0.05_wd0.0005,140,4.020100116729736,3.8827106952667236
llama_lora_finetuned_lr0.05_wd0.0005,150,4.06850004196167,3.9771924018859863
llama_lora_finetuned_lr0.05_wd0.0005,160,4.151100158691406,4.0413126945495605
llama_lora_finetuned_lr0.05_wd0.0005,170,4.151000022888184,4.084160327911377
llama_lora_finetuned_lr0.05_wd0.0005,180,4.152900218963623,4.003807544708252
llama_lora_finetuned_lr0.05_wd0.0005,190,3.975399971008301,3.8051772117614746
llama_lora_finetuned_lr0.05_wd0.0005,200,3.915800094604492,3.7495503425598145
llama_lora_finetuned_lr0.05_wd0.0005,210,3.877000093460083,3.709660768508911
llama_lora_finetuned_lr0.05_wd0.0005,220,3.8345999717712402,3.67557954788208
llama_lora_finetuned_lr0.05_wd0.0001,10,4.497499942779541,4.782598972320557
llama_lora_finetuned_lr0.05_wd0.0001,20,4.345399856567383,4.086849689483643
llama_lora_finetuned_lr0.05_wd0.0001,30,4.065999984741211,3.934734582901001
llama_lora_finetuned_lr0.05_wd0.0001,40,3.9489998817443848,3.884424924850464
llama_lora_finetuned_lr0.05_wd0.0001,50,3.974600076675415,4.025716304779053
llama_lora_finetuned_lr0.05_wd0.0001,60,4.051700115203857,4.016458511352539
llama_lora_finetuned_lr0.05_wd0.0001,70,4.4369001388549805,3.7924513816833496
llama_lora_finetuned_lr0.05_wd0.0001,80,5.8242998123168945,4.084414958953857
llama_lora_finetuned_lr0.05_wd0.0001,90,5.117199897766113,4.711894512176514
llama_lora_finetuned_lr0.05_wd0.0001,100,5.130199909210205,4.707146167755127
llama_lora_finetuned_lr0.05_wd0.0001,110,4.9567999839782715,4.4998297691345215
llama_lora_finetuned_lr0.05_wd0.0001,120,4.5208001136779785,4.181605815887451
llama_lora_finetuned_lr0.05_wd0.0001,130,4.461999893188477,4.2891011238098145
llama_lora_finetuned_lr0.05_wd0.0001,140,4.139599800109863,3.8844268321990967
llama_lora_finetuned_lr0.05_wd0.0001,150,4.026400089263916,3.7268757820129395
llama_lora_finetuned_lr0.05_wd0.0001,160,3.977400064468384,3.6483635902404785
llama_lora_finetuned_lr0.05_wd0.0001,170,3.9077999591827393,3.6340882778167725
llama_lora_finetuned_lr0.05_wd0.0001,180,3.9070000648498535,3.57149600982666
llama_lora_finetuned_lr0.05_wd0.0001,190,3.7383999824523926,3.8662376403808594
llama_lora_finetuned_lr0.05_wd0.0001,200,3.8199000358581543,3.4989819526672363
llama_lora_finetuned_lr0.05_wd0.0001,210,3.642400026321411,3.4162566661834717
llama_lora_finetuned_lr0.05_wd0.0001,220,3.5769999027252197,3.365257501602173
llama_lora_finetuned_lr0.05_wd1e-05,10,4.9079999923706055,5.3113932609558105
llama_lora_finetuned_lr0.05_wd1e-05,20,4.829999923706055,4.64492654800415
llama_lora_finetuned_lr0.05_wd1e-05,30,4.629300117492676,4.485741138458252
